name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost,listed_in(type)
Paaramparya Restaurant,Yes,No,3.6,20,Kammanahalli,Casual Dining,"Chettinad, Mangalorean, South Indian, North Indian",600,Delivery
Fine Food Restaurant,Yes,No,3.4,26,Hennur,Quick Bites,"North Indian, Chinese, Fast Food",500,Delivery
The Fiery Indian Kitchen,Yes,No,3.5,49,Nagawara,Casual Dining,North Indian,600,Delivery
Food Time Now,Yes,No,3.1,10,Rammurthy Nagar,"Takeaway, Delivery","North Indian, Mughlai, Biryani",500,Delivery
Meghana Biriyanis,Yes,No,3.9,375,Nagawara,Quick Bites,"Andhra, Biryani, South Indian, Chinese",400,Delivery
Countryside - The Taste of Chettinad,Yes,Yes,3.9,293,Kalyan Nagar,Casual Dining,"Seafood, Biryani, South Indian, Chettinad",900,Delivery
Waffle Stories,Yes,No,3.8,31,Banaswadi,Food Court,"Desserts, Beverages",300,Delivery
Hungry Vihaari,Yes,Yes,3.9,36,Kalyan Nagar,Casual Dining,"Continental, Burger, Salad, Pizza, Beverages",800,Delivery
Regency Park,Yes,No,3.6,147,Kammanahalli,Casual Dining,"North Indian, Chinese, Seafood, Rolls",700,Delivery
Kobe Sizzlers,Yes,No,4.0,398,Nagawara,Casual Dining,"American, Continental, Fast Food, Steak",1500,Delivery
Curries & Chillies,Yes,No,3.1,13,Kalyan Nagar,Quick Bites,Andhra,400,Delivery
UBQ By Barbeque Nation,Yes,No,3.1,14,Kalyan Nagar,Delivery,"North Indian, BBQ, Biryani, Kebab",450,Delivery
Oye Hoye,Yes,No,3.8,69,Kalyan Nagar,Quick Bites,North Indian,300,Delivery
Coffee Mechanics,Yes,No,4.3,191,HBR Layout,Cafe,"Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee",700,Delivery
Baskin Robbins,Yes,No,3.7,35,Nagawara,Food Court,"Ice Cream, Desserts",250,Delivery
Ambujam's Chettinad Mess,Yes,No,3.5,20,Banaswadi,"Quick Bites, Mess","South Indian, Chettinad",400,Delivery
Fish Chain,Yes,No,3.5,12,Kammanahalli,Quick Bites,"Seafood, BBQ, Burger, Biryani",300,Delivery
Andhra Biryanis,Yes,No,4.0,469,Nagawara,Casual Dining,"Andhra, North Indian, Chinese, Biryani",550,Delivery
Just Shawarma,Yes,No,3.7,118,Kammanahalli,Quick Bites,Arabian,300,Delivery
Srinathjis,Yes,No,3.6,62,Banaswadi,"Casual Dining, Cafe","North Indian, Cafe, Chinese",550,Delivery
Bhagini,Yes,No,2.3,119,Banaswadi,Casual Dining,"Andhra, South Indian, Chinese, North Indian",800,Delivery
Chinnu's Mane Biryani,Yes,No,3.5,10,Banaswadi,Quick Bites,Biryani,300,Delivery
K.G.N Kabbab Corner,No,No,4.0,83,Kalyan Nagar,Quick Bites,"North Indian, Kebab",500,Delivery
Desi Grill,Yes,No,3.0,60,Rammurthy Nagar,Quick Bites,"Chinese, North Indian",400,Delivery
Zyara,Yes,No,3.9,191,HBR Layout,Casual Dining,"North Indian, Mughlai, Chinese",650,Delivery
Aroma Spice,Yes,Yes,3.7,83,Kalyan Nagar,Casual Dining,"Andhra, Chinese, North Indian, Seafood",800,Delivery
Le Spice Restaurant,Yes,No,3.4,122,Banaswadi,Casual Dining,"Arabian, Kerala, North Indian, Chinese, Beverages",700,Delivery
Kadai Restaurant,Yes,No,2.9,27,Hennur,Quick Bites,"North Indian, Mughlai, Chinese",350,Delivery
Pathaan Sir,Yes,No,3.3,58,Kammanahalli,Quick Bites,"Rolls, Chinese",300,Delivery
Hyderabad Biryaani Palace,Yes,No,3.7,301,Kammanahalli,Casual Dining,"Biryani, Hyderabadi, Chinese",750,Delivery
Kesar Sweet Shop And Fast Food,No,No,3.9,47,Kalyan Nagar,Quick Bites,"North Indian, South Indian, Chinese, Street Food, Mithai",500,Delivery
Delicacy,Yes,Yes,4.1,448,Kalyan Nagar,Casual Dining,"Chinese, Thai, Momos",500,Delivery
Jambudweepa Juice Bar,Yes,No,3.8,24,Banaswadi,Beverage Shop,"Beverages, Healthy Food",150,Delivery
Kettle & Kegs,Yes,No,2.9,9,Kammanahalli,Delivery,"Tea, Beverages",200,Delivery
Pizza Baker's,Yes,No,3.3,17,Nagawara,Quick Bites,"Pizza, Burger, Fast Food, Beverages",450,Delivery
Sri Banashankari Donne Biriyani,Yes,No,3.8,74,Banaswadi,Quick Bites,Biryani,150,Delivery
Ahaan Restaurant,Yes,No,2.8,77,RT Nagar,Delivery,"North Indian, Chinese",300,Delivery
Sri Durga Nellore Mess,Yes,No,3.3,351,Banaswadi,Mess,"Andhra, South Indian, Biryani",350,Delivery
Mystery House,Yes,No,3.4,6,Banaswadi,Quick Bites,Fast Food,300,Delivery
Serranos Mexican Grill,Yes,No,3.7,86,Nagawara,Quick Bites,Mexican,400,Delivery
Global Flavors,Yes,Yes,3.5,131,Banaswadi,Casual Dining,"North Indian, Fast Food, Beverages",1000,Delivery
Kitchen King,Yes,No,3.8,306,Nagawara,Quick Bites,"Rolls, Fast Food, Biryani",400,Delivery
New Kadai,Yes,No,3.4,23,Kalyan Nagar,Casual Dining,"North Indian, Chinese",550,Delivery
Onesta,Yes,Yes,4.4,2589,Kammanahalli,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Delivery
Biriyani House,Yes,No,3.7,600,Nagawara,Casual Dining,"Andhra, North Indian, Biryani, Beverages",600,Delivery
Ranga's Paradise,Yes,No,3.3,38,Banaswadi,Quick Bites,South Indian,150,Delivery
M.M.A Kabab Rolls & Biriyani Center,Yes,No,3.6,92,Banaswadi,Quick Bites,"Arabian, Mughlai, Chinese, Kebab, Fast Food",400,Delivery
Hotel Kakatiya,Yes,No,3.7,49,Nagawara,Quick Bites,"Andhra, North Indian, Chinese, Biryani",350,Delivery
Momma's Pastries Fine Bakery And Cafe,Yes,No,3.4,10,Banaswadi,Bakery,"Bakery, Desserts, Fast Food",500,Delivery
Chocs Cafe,Yes,No,3.6,23,RT Nagar,Quick Bites,"Fast Food, Desserts, Beverages",400,Delivery
2 Statez,Yes,No,3.7,209,Kalyan Nagar,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese",600,Delivery
Hongkong Noodles,Yes,No,3.8,80,Kalyan Nagar,Casual Dining,Chinese,750,Delivery
Sigree Global Grill,No,Yes,4.4,1099,Kalyan Nagar,"Casual Dining, Bar","North Indian, BBQ",1400,Delivery
Cafezone,Yes,No,3.7,27,Banaswadi,Quick Bites,"Burger, Fast Food, Beverages",250,Delivery
Curries & Chillies,Yes,No,3.3,19,Banaswadi,"Takeaway, Delivery","Andhra, Biryani, Chinese",300,Delivery
Chaat Street,Yes,No,4.1,498,Kalyan Nagar,Quick Bites,"Street Food, North Indian",250,Delivery
29 Degrees North,Yes,No,3.9,283,Banaswadi,Quick Bites,"North Indian, Fast Food, Street Food",250,Delivery
Meat And Eat,Yes,No,3.3,33,Banaswadi,Quick Bites,"Fast Food, Burger",500,Delivery
Dr. Harry's Chick Blast,Yes,No,3.5,26,Rammurthy Nagar,Quick Bites,Continental,500,Delivery
The Pipe Rack,No,No,3.9,35,Kalyan Nagar,Casual Dining,Cafe,700,Delivery
Smoke - The Sizzler House,Yes,No,2.8,100,Nagawara,Food Court,"Continental, North Indian, Chinese, Steak",800,Delivery
Jai Mataji Farshan & Sweets,Yes,No,3.8,48,Banaswadi,"Sweet Shop, Quick Bites","Mithai, Street Food",150,Delivery
Aroma's Hyderabad House,Yes,No,4.2,533,Nagawara,Casual Dining,"Mughlai, Biryani, North Indian",800,Delivery
American Desserts,Yes,No,3.6,23,Banaswadi,"Takeaway, Delivery","Desserts, Bakery",500,Delivery
Sufi Restaurant & Cafe,Yes,No,3.7,105,Banaswadi,Casual Dining,"Iranian, Mughlai, Chinese",800,Delivery
Shawarma King Restaurant,Yes,No,3.4,39,Kammanahalli,Quick Bites,"Arabian, Chinese, North Indian",500,Delivery
Chickpet Donne Biryani House,Yes,No,3.8,185,Kammanahalli,Quick Bites,Biryani,250,Delivery
Dhadoom,Yes,No,3.8,22,Kalyan Nagar,Quick Bites,Fast Food,400,Delivery
Hatti Kaapi,Yes,No,3.6,33,Nagawara,Quick Bites,"South Indian, Beverages",200,Delivery
Mainland China,Yes,Yes,4.5,1013,Kalyan Nagar,Casual Dining,"Chinese, Momos",1100,Delivery
T-hut Cafe,Yes,No,3.6,21,Banaswadi,Quick Bites,"Chinese, Beverages",300,Delivery
Natural Ice Cream,No,No,4.3,259,Kalyan Nagar,Dessert Parlor,"Ice Cream, Beverages",200,Delivery
The Mangalorean,Yes,Yes,4.1,229,Kammanahalli,Casual Dining,"Konkan, Mangalorean, Seafood",550,Delivery
Kolkata Famous Kati Rolls,Yes,No,3.8,53,Hennur,Kiosk,"Fast Food, Rolls",100,Delivery
Altaf's Chillies Restaurant,Yes,No,3.8,232,Frazer Town,Casual Dining,"North Indian, Chinese",500,Delivery
NTR Cafe,Yes,No,2.9,4,Kammanahalli,Quick Bites,"Chinese, Fast Food",100,Delivery
Khyma Biryani,Yes,No,3.9,240,Kalyan Nagar,Casual Dining,Biryani,600,Delivery
Kolkata Rolls & Chowmein,Yes,No,3.5,35,Banaswadi,Quick Bites,Rolls,100,Delivery
Al-Baik Tandoori Restaurant,Yes,No,3.6,113,Nagawara,Quick Bites,"North Indian, Chinese, Arabian, Biryani, Rolls",450,Delivery
Chung Wah,Yes,No,3.3,145,Banaswadi,Casual Dining,"Chinese, Thai, Momos, Vietnamese",900,Delivery
Sri Ruchi Restuarant,Yes,No,3.7,71,Banaswadi,Casual Dining,"Andhra, South Indian, North Indian",450,Delivery
Vanas,Yes,No,4.0,72,Kammanahalli,Casual Dining,"Mangalorean, Seafood",400,Delivery
Olive Garden,Yes,No,3.7,214,Kalyan Nagar,Casual Dining,"Arabian, North Indian, Chinese, Beverages",700,Delivery
Momoz,Yes,No,3.9,186,Kammanahalli,Quick Bites,"Chinese, Momos",500,Delivery
Spice Corner,Yes,Yes,3.5,16,Nagawara,Casual Dining,"North Indian, Chinese, Biryani",800,Delivery
Mani's Dum Biryani,Yes,No,3.5,119,Kalyan Nagar,Casual Dining,"Biryani, Kebab",750,Delivery
Chichaba's Taj,Yes,No,3.8,289,Kalyan Nagar,Casual Dining,"Biryani, North Indian, Mughlai",600,Delivery
Tamarind,Yes,No,2.7,227,Rammurthy Nagar,Casual Dining,"Chinese, North Indian, Continental",750,Delivery
Chung's Chinese Corner,Yes,No,2.8,234,Kalyan Nagar,Casual Dining,Chinese,700,Delivery
Sreeraj Lassi Bar,Yes,No,4.0,120,Kammanahalli,"Dessert Parlor, Beverage Shop","Beverages, Desserts, Juices",150,Delivery
Rahhams,Yes,No,3.5,312,Kammanahalli,Casual Dining,"Mughlai, North Indian, Chinese",700,Delivery
Spice Kitchen,Yes,Yes,3.9,321,Kalyan Nagar,Casual Dining,"Andhra, Biryani, Seafood, North Indian",750,Delivery
Patio - The Resto Cafe,Yes,No,3.7,73,Banaswadi,"Cafe, Quick Bites","Cafe, Continental, Chinese, Momos",500,Delivery
The Juice Shop - Juicery And Kitchen,Yes,No,3.9,39,Kalyan Nagar,Quick Bites,"Beverages, Fast Food, Bakery",300,Delivery
Chubalas Curry And Rice,Yes,No,4.0,209,Kammanahalli,Quick Bites,"Naga, Goan, Seafood, Chinese",550,Delivery
Sri Sai 99 Variety Dosa,Yes,No,3.7,27,Nagawara,Quick Bites,South Indian,200,Delivery
Roll Over,Yes,No,4.1,174,Kalyan Nagar,Dessert Parlor,"Ice Cream, Beverages, Fast Food",500,Delivery
SV Indian Restaurant,Yes,No,3.5,13,Hennur,Quick Bites,"North Indian, Chinese",400,Delivery
Zabi,Yes,No,3.8,173,HBR Layout,Quick Bites,Biryani,300,Delivery
Brewklyn Microbrewery,Yes,Yes,4.4,2329,Kalyan Nagar,"Microbrewery, Casual Dining","American, South Indian, Thai, Pizza, Italian",1400,Delivery
Teburu,Yes,No,4.4,203,Kalyan Nagar,Casual Dining,"Asian, Chinese, Japanese, BBQ",800,Delivery
Based On A True Story- Bistro,Yes,Yes,4.3,496,Kammanahalli,"Cafe, Quick Bites","Cafe, Burger, Italian, Desserts",800,Delivery
Aqni,Yes,No,3.9,358,HBR Layout,Casual Dining,"North Indian, Mughlai, Biryani, Rolls",650,Delivery
The Coorg Food Co.,Yes,Yes,4.3,473,Kalyan Nagar,Casual Dining,South Indian,750,Delivery
OKI,Yes,Yes,4.5,418,Kammanahalli,Casual Dining,"Asian, European, Italian, Korean, Malaysian, Thai, Vietnamese, Chinese",1200,Delivery
Sultan's Biryani,Yes,No,2.9,38,Kalyan Nagar,Delivery,"Biryani, North Indian",700,Delivery
Mahadii's,Yes,No,3.9,219,Kammanahalli,Casual Dining,"Andhra, North Indian, Chinese",600,Delivery
Float Brewery,No,Yes,4.3,416,Kalyan Nagar,"Microbrewery, Casual Dining",European,1800,Delivery
Swagatham Delux - Rayalaseema Spices,Yes,No,3.4,24,Nagawara,Casual Dining,"Biryani, South Indian, Chinese",600,Delivery
Fragrant Kitchen,No,No,3.8,110,Kalyan Nagar,"Casual Dining, Cafe","North Indian, Chinese, Cafe, Desserts",700,Delivery
Coorg Lunch Home,Yes,No,3.6,57,Kammanahalli,Quick Bites,South Indian,300,Delivery
Thalassery Plaza,Yes,No,3.6,30,Hennur,Quick Bites,"Kerala, North Indian, Chinese",400,Delivery
Naina Nand Food Express,Yes,No,3.3,8,HBR Layout,Quick Bites,"North Indian, Chinese",300,Delivery
Noodles,Yes,No,3.8,98,Banaswadi,Casual Dining,"Chinese, Momos",500,Delivery
Huko Mukho Hangla,Yes,No,4.0,175,Kammanahalli,Quick Bites,"Bengali, Seafood",400,Delivery
7 Plates,Yes,No,3.6,519,Kalyan Nagar,Casual Dining,"North Indian, Mughlai, Rolls, Fast Food",600,Delivery
Kanthari,Yes,No,3.9,93,Kalyan Nagar,Quick Bites,"North Indian, Kerala, Chinese",400,Delivery
Draggers CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.1,274,Kalyan Nagar,Cafe,"Cafe, Continental, North Indian",900,Delivery
Donne Biriyani Mane,Yes,No,3.7,220,Kalyan Nagar,Quick Bites,"Biryani, Kebab",400,Delivery
Madurai Canteen,Yes,No,2.9,38,Nagawara,Quick Bites,"Chettinad, South Indian",200,Delivery
Saffron Vegetarian Cuisine,Yes,Yes,4.0,667,Banaswadi,Casual Dining,"North Indian, Continental, Chinese, Mexican, Italian",700,Delivery
Cafe P Square,Yes,No,3.8,26,Kalyan Nagar,Quick Bites,"Street Food, Beverages, Fast Food",250,Delivery
China Pearl,Yes,No,4.1,155,Kalyan Nagar,Casual Dining,"Chinese, Momos",1100,Delivery
Indie Fusion Multi Cuisine Restaurant,No,No,3.3,4,Kalyan Nagar,Quick Bites,"Fast Food, BBQ, Rolls, Arabian, North Indian",400,Delivery
Jingo BBQ & Burgers,Yes,No,3.9,41,Kammanahalli,Quick Bites,"Burger, BBQ",550,Delivery
Manasa Fishland,Yes,No,4.1,201,Kalyan Nagar,Casual Dining,"Seafood, South Indian, North Indian",650,Delivery
Cafe Thulp,Yes,No,4.0,722,Kammanahalli,Cafe,"Cafe, Burger, Italian, Salad",1000,Delivery
Little Italy,Yes,Yes,4.2,405,Kalyan Nagar,Casual Dining,"Salad, Healthy Food, Italian, Juices, Mexican, Pizza",1500,Delivery
Wokanaka - The Casual Chinese Pitstop,Yes,Yes,4.1,223,Kalyan Nagar,Casual Dining,"Asian, Chinese, Thai, Seafood, Momos",500,Delivery
Maraheb Restaurant,Yes,No,4.2,219,Kalyan Nagar,Casual Dining,Arabian,1000,Delivery
Sidra Eatery,Yes,No,3.9,28,Kammanahalli,Quick Bites,"North Indian, Continental",400,Delivery
Paradox Rest-O-Cafe,Yes,No,3.7,124,Kalyan Nagar,Casual Dining,"Continental, Steak",600,Delivery
4 Seasons Restaurant,Yes,Yes,3.7,399,Kalyan Nagar,Casual Dining,"North Indian, Seafood, Middle Eastern, Chinese",1000,Delivery
New Peking,Yes,No,4.1,383,Kammanahalli,Casual Dining,"Chinese, Malaysian",700,Delivery
Kenny's Restaurant,Yes,No,3.4,38,Banaswadi,Quick Bites,Chinese,450,Delivery
Anand Sweets and Savouries,Yes,No,4.0,99,Kammanahalli,Quick Bites,"Mithai, Street Food",400,Delivery
Yuan Restaurant,Yes,No,3.8,202,HBR Layout,Casual Dining,"Chinese, Momos",600,Delivery
The ThickShake Factory,No,No,4.1,107,Kalyan Nagar,Beverage Shop,"Beverages, Juices",350,Delivery
The French Corner,No,No,3.4,10,Kalyan Nagar,"Bakery, Dessert Parlor","Bakery, Desserts, Fast Food",400,Delivery
Punjab Bistro,Yes,No,4.0,165,Nagawara,Casual Dining,North Indian,500,Delivery
Sunny Side Bistro,Yes,No,3.8,362,Frazer Town,Cafe,"Cafe, Continental",700,Delivery
Hotel The Shack,Yes,No,3.9,116,Rammurthy Nagar,Casual Dining,"North Indian, Biryani",1000,Delivery
Night Food Joint,Yes,No,2.9,619,Nagawara,Quick Bites,"North Indian, Chinese",500,Delivery
Art of Biryani & Curries,Yes,No,3.4,9,Rammurthy Nagar,Delivery,Biryani,250,Delivery
Vera Italiano,Yes,No,4.1,198,Kalyan Nagar,Casual Dining,Italian,600,Delivery
Asia In A Box,Yes,No,3.0,16,Kammanahalli,Casual Dining,"Thai, Vietnamese, Indonesian, Asian",550,Delivery
Brew Bakes Cafe,Yes,No,3.7,46,Kalyan Nagar,Cafe,Cafe,500,Delivery
Punjabi Tadka,Yes,No,3.4,31,Nagawara,Quick Bites,"North Indian, Chinese",400,Delivery
Rasapoorna,Yes,No,3.2,6,Nagawara,Casual Dining,"Andhra, Chinese, North Indian",500,Delivery
Chulha Chauki Da Dhaba,Yes,No,4.1,1208,Kalyan Nagar,Casual Dining,North Indian,800,Delivery
Naidoo's Donne Biryani,Yes,No,3.5,13,Kammanahalli,"Takeaway, Delivery","South Indian, Biryani",300,Delivery
Aioli,No,Yes,4.2,783,Kalyan Nagar,Casual Dining,"Mediterranean, Continental, Italian, Salad",1400,Delivery
RawStraw,Yes,No,4.1,172,Kalyan Nagar,Cafe,"Continental, Thai, Arabian, Mexican",700,Delivery
The Urban Roof,Yes,No,3.9,77,Kalyan Nagar,Casual Dining,"Italian, Chinese, Continental",800,Delivery
Kiko,Yes,No,3.4,10,Kammanahalli,"Takeaway, Delivery","Salad, Chinese",500,Delivery
Udupi Gardenia,Yes,No,3.4,19,Banaswadi,Quick Bites,South Indian,400,Delivery
S L V Food Joint,Yes,No,3.4,14,Kalyan Nagar,Quick Bites,"North Indian, Rolls",250,Delivery
Biriyani Nights,Yes,No,3.0,119,Kammanahalli,"Takeaway, Delivery","Biryani, Kebab, Continental",500,Delivery
Sherlock's Pub,Yes,Yes,3.8,360,Kalyan Nagar,"Pub, Casual Dining","Continental, North Indian, Chinese, Italian",1300,Delivery
Cake House - Story Cafe,No,No,3.9,78,Kalyan Nagar,Quick Bites,"Bakery, Desserts",650,Delivery
Khan Saheb Grills and Rolls,Yes,No,3.1,34,Kalyan Nagar,"Takeaway, Delivery","Fast Food, Rolls",350,Delivery
Venky's Xprs,No,No,3.7,35,Kalyan Nagar,"Quick Bites, Meat Shop","Fast Food, Raw Meats",350,Delivery
Marakachi,Yes,No,3.7,83,Kalyan Nagar,Casual Dining,Chettinad,600,Delivery
Eat Well,Yes,No,3.6,113,Banaswadi,"Takeaway, Delivery",North Indian,400,Delivery
FireHouse - Bar & Kitchen,Yes,Yes,3.9,751,HBR Layout,Pub,"Continental, American, Chinese, BBQ, Salad, Italian",1500,Delivery
Samprith Gowdru Mudde Hotel,Yes,No,3.5,16,Rammurthy Nagar,Quick Bites,South Indian,300,Delivery
Shanghai Times,Yes,No,3.5,9,HBR Layout,Quick Bites,Chinese,500,Delivery
Foodie's Affair,Yes,No,3.5,22,Nagawara,Quick Bites,"North Indian, Chinese",400,Delivery
Sanju's Super Kitchen,Yes,No,3.3,5,Kammanahalli,Delivery,"Fast Food, Burger, Pizza, Sandwich",400,Delivery
DinePost9,Yes,No,3.9,367,Banaswadi,Delivery,"North Indian, South Indian, Chinese, Continental",450,Delivery
Delicious Momos,No,No,3.9,48,Kalyan Nagar,Kiosk,"Street Food, Momos",200,Delivery
My China,No,No,3.0,14,Kalyan Nagar,Casual Dining,"Chinese, Asian, Malaysian",600,Delivery
Reddy's Naati Mane,Yes,No,3.4,15,Banaswadi,Quick Bites,"South Indian, BBQ",400,Delivery
Wok N Roll,Yes,No,3.9,82,Nagawara,Quick Bites,"Chinese, Momos",400,Delivery
Bangalore Vibes,Yes,No,3.2,4,Hennur,Quick Bites,"North Indian, Chinese",300,Delivery
"Cakes, Crumbs & Magic",No,No,3.3,4,Kalyan Nagar,Bakery,Bakery,300,Delivery
The Flavours,No,No,3.2,7,Kalyan Nagar,Casual Dining,"Kerala, Chinese, Arabian, Biryani",500,Delivery
Biryani Treats,No,No,2.6,45,Kalyan Nagar,Delivery,Biryani,650,Delivery
Chai Kada,No,No,3.6,10,Kalyan Nagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",100,Delivery
Paper Cup Cafe,No,No,3.5,11,Kalyan Nagar,Quick Bites,"Tea, Coffee, Fast Food",400,Delivery
OvenTreats - Patisserie.Bistro,No,No,4.0,81,Kalyan Nagar,Casual Dining,American,1000,Delivery
Coffee@Arens,Yes,No,3.8,77,Banaswadi,Cafe,"Cafe, Fast Food",550,Delivery
The Chef's Kitchen,Yes,No,3.8,311,Kalyan Nagar,Casual Dining,"Continental, North Indian, Chinese",800,Delivery
Arabian Shawarma,Yes,No,3.7,30,Kammanahalli,Kiosk,Arabian,150,Delivery
Parantha Singh,No,No,3.7,31,Kalyan Nagar,Quick Bites,North Indian,300,Delivery
Crunchees Cafeteria,No,No,3.4,11,Kalyan Nagar,Quick Bites,Fast Food,400,Delivery
Nalukettu,Yes,No,3.5,4,HBR Layout,Delivery,Kerala,450,Delivery
Urban Kitchen,Yes,No,3.4,6,Banaswadi,Delivery,"Asian, North Indian",400,Delivery
Kabsa House,No,No,3.6,24,Kalyan Nagar,Casual Dining,North Indian,500,Delivery
Cafe China,Yes,No,3.7,42,Banaswadi,Quick Bites,Chinese,500,Delivery
Bhajanka's Restaurant,Yes,No,3.6,21,Kammanahalli,Casual Dining,"Street Food, North Indian, Continental, Beverages",700,Delivery
Alibaba Cafe and Restaurant,No,No,2.9,56,Kalyan Nagar,Casual Dining,"Arabian, Middle Eastern",700,Delivery
Chaatimes,Yes,No,3.6,27,Nagawara,Quick Bites,"Street Food, Fast Food",200,Delivery
De3 - The Eatery,No,No,3.1,13,North Bangalore,Food Truck,Fast Food,250,Delivery
Al Karim,No,No,3.7,90,Kalyan Nagar,Casual Dining,"Mughlai, North Indian, Biryani, Chinese",600,Delivery
The Second Wife,Yes,No,3.7,68,Hennur,Casual Dining,"South Indian, Andhra, Biryani",800,Delivery
Silver Spoon Restaurant,Yes,No,3.2,55,Hennur,Quick Bites,"North Indian, Chinese, Continental",400,Delivery
Sri Banasankri Donne Biriyani,No,No,3.4,6,Kalyan Nagar,Quick Bites,Biryani,400,Delivery
Al Madhina Roll House,No,No,3.4,6,Kalyan Nagar,Quick Bites,"North Indian, Chinese",350,Delivery
Meat Up Barbecue & More,No,No,3.7,17,Kalyan Nagar,Quick Bites,"BBQ, Fast Food",400,Delivery
Sweet Chariot,No,No,2.8,60,Kalyan Nagar,Dessert Parlor,"Bakery, Fast Food",500,Delivery
Food Box,Yes,No,3.6,22,Kammanahalli,Quick Bites,"Fast Food, Beverages",350,Delivery
Skanda Cafe,No,No,3.5,15,Hennur,Quick Bites,"South Indian, Chinese, North Indian",400,Delivery
Gundappa Donne Biryani Mane,Yes,No,3.4,55,Nagawara,Quick Bites,Biryani,300,Delivery
Didi's Kitchen,Yes,No,3.1,8,Nagawara,Delivery,"North Indian, Chinese, Fast Food",400,Delivery
Maddy's Cafe,Yes,No,3.8,36,Kammanahalli,Cafe,"Cafe, Continental",500,Delivery
New York Burrito,No,No,3.1,7,Banaswadi,Quick Bites,Mexican,400,Delivery
Rasa Cafe,Yes,No,3.4,6,Kalyan Nagar,Cafe,"Cafe, American, Italian, Continental",600,Delivery
The Grill House,Yes,Yes,4.0,178,Kalyan Nagar,Casual Dining,"American, Mexican, Italian, Steak",1000,Delivery
Afrina's Kitchen,Yes,No,3.4,9,Kammanahalli,"Takeaway, Delivery","Fast Food, Desserts",250,Delivery
Cafe Get Hooked,Yes,No,3.6,17,Banaswadi,Cafe,Cafe,600,Delivery
Kolkata Famous Kati Rolls,Yes,No,3.1,4,Banaswadi,Kiosk,"Fast Food, Rolls",200,Delivery
Eatapita,Yes,No,4.0,129,Kammanahalli,Quick Bites,"Arabian, Pizza, Greek, Lebanese, Mediterranean",600,Delivery
Pizbur Trap,Yes,No,3.5,9,Kammanahalli,"Takeaway, Delivery","American, Burger, Momos, Bengali",400,Delivery
Le Roll Cafe,Yes,No,3.9,52,Kammanahalli,Quick Bites,"Fast Food, Beverages, Rolls",300,Delivery
SS Bucket Biryani,No,No,4.0,161,Kammanahalli,Casual Dining,"Biryani, North Indian, Chinese",600,Delivery
Nandhana Palace,No,Yes,4.1,737,Kammanahalli,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800,Delivery
Raidan Restaurant,No,No,3.9,247,Kammanahalli,Casual Dining,"Arabian, Chinese, North Indian",450,Delivery
Angaar Indian Grill & Restaurant,No,No,3.9,121,HBR Layout,Casual Dining,"Arabian, Mughlai, North Indian, Chinese, Rolls",600,Delivery
Sanju's Super Kitchen,No,No,3.5,10,Kammanahalli,Quick Bites,"Pizza, Fast Food, American, Italian",400,Delivery
Delicious Momos,No,No,4.1,109,Kammanahalli,Casual Dining,"Chinese, Momos",450,Delivery
Donne Biriyani Mane,No,No,3.8,161,Banaswadi,Quick Bites,Biryani,300,Delivery
Wolga Restaurant,No,No,3.4,6,Banaswadi,Casual Dining,"North Indian, Chinese, Biryani",600,Delivery
Al Amal Cafe,No,No,4.0,74,Kammanahalli,"Cafe, Quick Bites","Cafe, Fast Food",300,Delivery
Fatty Chang,Yes,No,3.2,4,HBR Layout,Quick Bites,Chinese,300,Delivery
Whistling Tandoor,No,No,3.1,22,Banaswadi,Casual Dining,"Continental, Chinese, Fast Food",600,Delivery
SHAIK's DYNASTY,No,No,3.2,6,Kammanahalli,Casual Dining,"North Indian, Chinese",450,Delivery
Lassi Shop,No,No,3.5,7,Banaswadi,Beverage Shop,"Beverages, Ice Cream",200,Delivery
Hotel Hyderabadi,No,No,3.2,4,Nagawara,Quick Bites,"North Indian, Chinese",300,Delivery
Raees Restaurant,No,No,3.3,6,Banaswadi,Casual Dining,"Chinese, North Indian, South Indian",500,Delivery
Doner Bel,No,No,3.6,17,Kammanahalli,Quick Bites,"Turkish, Chinese",400,Delivery
